plugin_obsolescence	descriptor_description	Base to develop Codendi Plugins.
plugin_obsolescence	descriptor_name	Obsolescence

plugin_obsolescence	service_lbl_key	Obsolescence
plugin_obsolescence	service_desc_key	A plugin showing the project technologic obsolescence
